"PlayID","Date","CustomerID","Experience","Huntingcabins","Trainingschools","Huntinggrounds","Social","Monsters","Distance","Duration"
48,2022-09-01,154,3776,13,7,1,1,9,0.764855302883663,71.7908474871037
49,2022-09-01,155,4232,17,11,0,0,22,0.816875497483946,22.0106505210513
50,2022-09-01,157,3222,20,7,0,0,15,0.718358099669109,17.1643482110476
51,2022-09-01,158,3958,21,5,0,0,34,2.07627631141622,25.8535595644294
52,2022-09-01,159,4669,13,3,2,0,21,3.68919854962281,32.4467698138253
53,2022-09-01,165,3962,14,10,0,0,6,9.6243997659921,58.9905227191459
54,2022-09-01,166,5590,18,4,3,0,10,3.89893392293664,49.8076410343867
55,2022-09-01,169,3336,15,2,1,0,18,2.85919789182513,30.3436313277798
56,2022-09-01,172,5065,20,13,0,1,23,1.15091169452275,28.8490913056248
57,2022-09-01,173,5577,16,13,0,1,38,0.766530548221839,17.5245812154505
58,2022-09-01,175,2681,9,6,0,0,19,0.805100682078528,169.411475044312
59,2022-09-01,185,4752,16,4,2,1,13,3.02215137920398,35.3729120695539
60,2022-09-01,187,2390,8,6,0,1,10,0.904662861763506,103.147544395352
61,2022-09-01,188,3831,10,5,1,3,12,1.30941029102113,100.499418051201
62,2022-09-01,191,5130,12,6,2,3,12,1.30085684942876,90.8607138202587
63,2022-09-01,192,3854,15,7,0,1,15,7.53946126056767,24.7972081015948
64,2022-09-01,193,4131,17,5,1,0,20,2.80715261567798,53.71669081988
65,2022-09-01,198,5677,11,3,3,1,23,1.76717912008966,92.5463914391397
66,2022-09-01,201,3650,12,8,1,0,7,0.999019493698496,120.647002782955
67,2022-09-01,203,3396,14,5,1,0,8,2.96037896445384,32.3349028165055
68,2022-09-01,210,5127,13,13,1,0,16,0.77367542315092,28.2561299632367
69,2022-09-01,212,3676,13,10,0,1,11,2.76130006234346,23.1336607282148
70,2022-09-01,215,4342,14,8,0,1,22,7.41687162992564,52.6942253843072
71,2022-09-01,216,3894,21,8,0,0,22,1.43789719013257,20.1415421137912
72,2022-09-01,218,3717,14,6,1,0,9,3.66708258194097,48.2783805542675
73,2022-09-01,221,4306,16,6,0,0,25,10.5589804882534,90.8207534007126
74,2022-09-01,222,5470,13,4,1,12,8,2.19692447697269,101.915514385943
75,2022-09-01,223,4956,16,15,0,0,16,3.5622992499215,96.2516086371052
76,2022-09-01,227,5125,15,15,0,0,24,1.75286674752665,21.0509976246686
77,2022-09-01,230,5222,21,8,0,0,48,1.71668452493861,32.4255763672853
78,2022-09-01,233,6689,18,12,1,0,46,0.893592263524472,29.5401536631689
79,2022-09-01,235,3963,13,10,0,4,7,1.62964377331599,75.9744255851894
80,2022-09-01,236,3737,13,9,0,0,14,5.8659915476365,75.4137735537327
81,2022-09-01,237,6321,21,7,0,2,28,20.7087441582786,30.3739349222118
82,2022-09-01,245,4339,18,12,0,0,12,4.38938967791633,37.4284086234803
83,2022-09-01,248,8066,11,6,5,2,15,1.65991928329316,139.321939934346
84,2022-09-01,249,5593,13,14,0,0,38,2.43236761181011,28.9670911035416
85,2022-09-01,251,4614,13,8,1,3,10,2.63907535959413,97.6000910230694
86,2022-09-01,252,3867,14,6,1,0,16,1.6671678988281,105.496831949633
87,2022-09-01,253,6053,16,10,2,1,11,5.03094452487615,68.7612377516099
88,2022-09-01,255,3592,16,8,0,0,20,1.92276309016649,36.9397356803361
89,2022-09-01,256,5639,23,14,0,1,23,3.39496901205592,15.9359689094777
90,2022-09-01,258,2928,19,3,0,1,21,1.28391823698759,35.3069182909517
91,2022-09-01,261,3992,10,6,1,3,11,1.41660400361769,120.742813618597
92,2022-09-01,262,3403,12,10,0,1,9,1.53031669194326,90.7039488212775
93,2022-09-01,263,5049,15,8,1,3,13,4.49363676415584,63.7756299607157
94,2022-09-01,264,5848,20,13,0,2,35,0.975984016435839,19.3474536456014
95,2022-09-01,268,5177,16,13,0,1,29,1.27475037481316,18.6547933576213
96,2022-09-01,271,6389,17,8,2,1,24,5.38953407781419,45.3681465621914
97,2022-09-01,273,3617,16,6,0,0,28,2.167643578075,11.6024476228806
98,2022-09-01,274,5802,16,11,2,2,5,1.51842633274575,122.138698386092
99,2022-09-01,275,3466,17,7,0,1,18,1.15842294035123,19.4198392650909
100,2022-09-01,276,3229,14,6,0,1,11,5.79214258937907,21.5580594571558
101,2022-09-01,277,3735,17,4,0,0,39,1.34721345860662,26.4580663231027
102,2022-09-01,279,2722,13,2,0,1,22,3.72249506437522,42.038631025194
103,2022-09-02,281,8525,10,10,5,1,14,1.25257622128646,78.3933124716785
104,2022-09-02,286,3172,21,6,0,0,13,2.71975241593391,57.7515915398221
105,2022-09-02,290,3360,15,3,1,1,9,3.59999695544673,41.521163534834
106,2022-09-02,291,2533,12,3,0,3,11,1.82619214019691,151.710431601966
107,2022-09-02,292,4329,14,4,1,5,15,0.789297946595035,90.7573713036971
108,2022-09-02,293,7628,13,11,4,1,10,0.777935036440121,100.178853741067
109,2022-09-02,295,4300,14,11,0,1,14,4.996225791662,40.8260763221673
110,2022-09-02,300,4925,21,9,0,1,20,8.75087326100973,101.740952573733
111,2022-09-02,301,6478,21,10,0,1,61,1.78414031237258,35.4381718777023
112,2022-09-02,305,3465,17,7,0,0,23,0.651177545964426,13.7317061706901
113,2022-09-02,307,3377,20,4,0,0,28,1.7654049858808,29.2621504905761
114,2022-09-02,310,4509,10,12,1,0,9,1.59436731956468,92.4546998270089
115,2022-09-02,313,5958,11,10,2,2,15,2.57683126094995,63.3551228807765
116,2022-09-02,314,4448,16,8,0,0,19,10.9777556355764,35.6216113352414
117,2022-09-02,317,4602,19,13,0,0,19,1.02109590289314,20.4495332640704
118,2022-09-02,319,5196,12,8,2,0,9,5.45527556392933,31.1553777889254
119,2022-09-02,323,2806,14,6,0,0,12,3.06294474418323,45.4051060891811
120,2022-09-02,325,3592,12,9,0,1,17,1.42382584110109,100.657996635669
121,2022-09-02,336,3625,10,6,1,2,9,0.754481859796629,50.369684747612
122,2022-09-02,338,5080,19,9,0,1,40,1.30188691930638,41.8368702971993
123,2022-09-02,339,6663,11,8,3,5,9,0.631190296265598,67.3315282480223
124,2022-09-02,340,3537,18,6,0,0,16,6.37484706051238,71.1491350164495
125,2022-09-02,345,6599,17,20,0,0,16,9.49416990709036,50.7159233271221
126,2022-09-02,348,2749,17,4,0,0,20,0.991051416973256,30.4716757520844
127,2022-09-02,351,3821,16,10,0,0,18,1.20757688903086,39.8929821518059
128,2022-09-02,354,5014,20,9,0,0,42,1.14440063901414,16.7750177721096
129,2022-09-02,361,4818,11,6,1,7,12,0.681495778629889,144.839784184133
130,2022-09-02,363,4382,20,10,0,0,25,1.31573308749374,23.2407930822518
131,2022-09-02,366,3485,14,6,0,2,14,4.8493234935887,37.0685008025646
132,2022-09-02,368,4922,12,9,1,2,15,3.71930607704019,124.593779961411
133,2022-09-02,369,5487,17,12,0,0,41,1.87016377436012,22.7102327442882
134,2022-09-02,375,5525,17,17,0,2,16,0.749384541399657,17.4341559704488
135,2022-09-02,377,3771,19,7,0,0,26,1.20670696843034,21.5602991838441
136,2022-09-02,379,5627,15,13,1,3,10,1.76944152481169,197.587866459064
137,2022-09-02,381,4670,17,6,1,2,14,5.20208617916962,49.0579053712626
138,2022-09-02,382,4907,14,4,2,2,9,5.5719078892082,39.7433961344187
139,2022-09-02,384,3741,14,4,0,1,22,9.40966713437277,49.5087111968929
140,2022-09-02,387,4259,19,6,0,1,28,5.08950529019425,102.629805721501
141,2022-09-02,389,3316,17,4,0,0,25,4.15679712942178,53.1839948185032
142,2022-09-02,394,4715,16,6,1,6,6,2.14631053007621,193.408827208383
143,2022-09-02,395,4787,12,5,2,4,6,0.868323171953627,117.317599136689
144,2022-09-02,402,4336,17,7,0,0,40,0.862791164971816,26.5173796546986
145,2022-09-02,403,4101,13,5,1,3,13,2.00517864156786,37.7115010703749
146,2022-09-02,404,3791,19,6,0,0,30,1.41118004444454,31.0716867873889
147,2022-09-02,407,4111,15,10,0,0,7,10.1111624576231,64.0285044278692
148,2022-09-02,408,2767,15,7,0,0,7,2.66678383947643,30.2788073277785
149,2022-09-02,410,2862,14,5,0,2,12,1.62442894517702,29.4253584820406
150,2022-09-02,413,4860,21,6,0,1,26,11.097461278387,61.3416449455819
151,2022-09-02,416,3885,18,4,0,0,40,1.84755725355077,21.6305012632835
152,2022-09-02,419,4024,19,3,0,2,17,12.242868850508,51.4417183251021
153,2022-09-02,421,9925,16,13,5,3,15,1.75282932487371,52.9910876386266
154,2022-09-02,424,4796,21,5,1,1,16,7.4627108622845,33.8830368345591
155,2022-09-02,430,6703,12,8,4,0,8,1.02851232844228,86.7566905095352
156,2022-09-02,439,3753,16,4,0,0,41,1.03343372898497,25.4401792128679
157,2022-09-02,441,4245,19,10,0,0,24,0.953095246660635,34.263241525562
158,2022-09-02,442,4436,11,9,1,2,10,1.86272478010434,78.8533391455683
159,2022-09-02,448,9764,10,4,8,0,8,0.643389337997541,110.587513626657
160,2022-09-02,449,3155,20,4,0,0,24,1.5517565357834,22.8960292668998
161,2022-09-02,450,4066,22,4,0,0,40,1.66331534908915,21.3922541584716
162,2022-09-02,451,4983,21,6,1,0,21,6.83242994236677,113.366577287646
163,2022-09-02,453,5328,9,6,3,0,11,1.27993409849849,141.2852566682
164,2022-09-02,456,2592,15,2,0,3,11,2.92115767891189,32.7718894393332
165,2022-09-02,457,4769,17,12,0,1,24,1.18996174217062,33.2417251067758
166,2022-09-02,461,4825,21,12,0,0,25,1.24566834922812,23.5473831661175
167,2022-09-02,463,5747,10,12,2,1,10,1.47128691104453,80.1344842790056
168,2022-09-02,469,3342,13,8,0,0,17,2.42492996065771,111.392053516751
169,2022-09-02,470,5028,15,13,0,1,26,1.78419005663315,19.6879174646633
170,2022-09-02,472,4074,21,9,0,0,22,1.24106604174689,22.7860637956197
171,2022-09-02,473,3917,17,5,0,0,18,11.6749287713363,45.6613078324404
172,2022-09-02,480,4186,19,7,0,1,30,1.36455318094409,12.374145727632
173,2022-09-02,482,2797,14,5,0,0,13,4.47239610199082,22.5099800799492
174,2022-09-02,483,3388,19,4,0,1,21,3.87796775771325,66.2733228036424
175,2022-09-02,484,8552,14,9,4,5,16,2.52208666258724,104.795117436445
176,2022-09-02,489,4133,19,4,0,0,45,1.3316225762867,19.7892874836074
177,2022-09-02,495,3145,12,3,1,2,8,1.45197277281398,79.0709573198524
178,2022-09-02,498,3290,15,7,0,0,17,2.90162003129916,52.090777186399
179,2022-09-02,500,3980,14,10,0,0,23,1.30266906878412,31.2480258696585
180,2022-09-02,501,4704,10,5,1,7,12,2.04081846643517,127.899032615322
181,2022-09-02,502,6010,11,5,3,3,6,5.6026732516214,137.742214114597
182,2022-09-02,503,3870,13,10,0,0,21,1.69890468468248,35.4830197606364
183,2022-09-02,504,5565,15,7,1,2,24,8.14917036822244,60.4537367342249
184,2022-09-02,515,3409,14,6,0,0,26,2.08688437046863,23.9664440374365
185,2022-09-02,516,6091,12,6,2,7,15,1.40880416972721,64.5243497227954
186,2022-09-02,525,3085,11,10,0,0,7,1.85167469370532,233.714748077523
187,2022-09-02,533,3892,19,3,0,0,43,1.91529223353303,12.7364529720666
188,2022-09-02,534,4312,16,7,1,1,14,2.12067660593175,30.2591708012086
189,2022-09-02,540,2620,11,6,0,2,5,2.19993507694843,69.7789270755055
190,2022-09-02,541,3189,16,3,0,0,34,0.893092250319383,27.0688190426974
191,2022-09-02,546,4363,10,12,0,3,14,1.62578015801836,133.102358290387
192,2022-09-02,547,4517,15,6,0,1,43,2.17202268768503,27.5339966354635
193,2022-09-02,549,5709,17,12,1,0,18,5.59006503495293,88.4729960039533
194,2022-09-02,550,5559,18,16,0,1,22,1.58549065445969,46.8490034970745
195,2022-09-02,553,3122,18,7,0,0,11,2.71576370069073,69.9499583388791
196,2022-09-02,554,2839,14,6,0,1,11,1.88590199593695,138.993321039517
197,2022-09-02,559,2093,13,3,0,1,11,0.927314210267556,218.534047108659
198,2022-09-02,561,5514,16,13,0,1,35,1.63921511770826,35.6135405948585
199,2022-09-02,563,4679,16,11,1,0,11,1.28668206970177,27.9279549414205
200,2022-09-02,566,3070,16,5,0,1,16,2.70126031557524,34.4490890457158
201,2022-09-02,567,5212,16,14,0,1,27,0.62300650052713,43.2914546633145
202,2022-09-02,569,3411,14,5,0,2,18,4.11006841548066,59.7464557040063
203,2022-09-02,577,3824,13,6,1,1,9,3.23569428530878,20.8344729528151
204,2022-09-02,583,5201,18,8,0,0,39,7.51134184637709,84.5329049017661
205,2022-09-02,584,3793,21,8,0,0,10,6.42777156239089,51.3274384056717
206,2022-09-02,586,9397,13,6,7,0,9,0.967903151066849,118.558649621044
207,2022-09-03,589,3650,13,5,0,0,28,6.00229429610572,48.4336198288554
208,2022-09-03,593,6571,19,8,3,0,9,5.71031301993694,75.0491395175799
209,2022-09-03,600,4105,12,7,0,0,17,12.5523625396216,58.004285620759
210,2022-09-03,601,3994,19,7,0,0,30,1.44475978174534,39.0886264595975
211,2022-09-03,602,3154,13,9,0,0,10,2.03745269457581,45.3724014494948
212,2022-09-03,603,4908,20,5,1,2,27,1.5849457178446,30.581499244878
213,2022-09-03,604,5275,16,7,1,0,40,0.747635622881096,31.5235761333246
214,2022-09-03,605,3942,12,5,1,3,12,1.41565972307526,62.0349991876725
215,2022-09-03,614,2069,10,2,0,1,16,1.68579966350942,25.9594785762205
216,2022-09-03,616,4359,16,12,0,0,13,5.08527211307376,79.5292183852678
217,2022-09-03,621,5398,20,7,0,1,20,17.9781131058411,52.3686501387917
218,2022-09-03,622,7298,19,16,1,0,26,8.47518199318295,56.83055304196
219,2022-09-03,627,7876,16,19,1,0,43,1.26172083391164,23.9096966734342
220,2022-09-03,629,2412,9,6,0,1,9,1.12339122243226,112.462058768151
221,2022-09-03,636,3864,13,5,1,3,9,1.63740516917469,77.3594585383634
222,2022-09-03,639,3143,17,7,0,1,11,1.43037705749866,111.475103606622
223,2022-09-03,641,4629,16,12,0,0,19,4.78548860033789,59.9276991567731
224,2022-09-03,645,3307,20,7,0,0,9,4.56711530792144,86.2936802121214
225,2022-09-03,647,2515,11,5,0,1,14,0.654499951106647,75.6838261565997
226,2022-09-03,650,3387,20,7,0,0,18,0.868035757246867,24.1580350024678
227,2022-09-03,652,5666,14,17,1,0,9,1.16369622626658,99.6696300147643
228,2022-09-03,654,4264,18,10,0,0,14,6.63531488370702,65.133414368807
229,2022-09-03,656,2391,13,5,0,1,8,1.41252333360259,119.760698084111
230,2022-09-03,662,5342,17,9,0,0,53,0.41781046429504,37.2226725684699
231,2022-09-03,663,4330,11,6,1,2,16,3.80128091000407,35.0445925707609
232,2022-09-03,668,4966,22,8,1,1,19,1.16404133407977,29.5931305979327
233,2022-09-03,669,2537,17,2,0,0,23,1.37425061493957,21.1367144100488
234,2022-09-03,673,4340,14,10,1,1,7,0.89649840456922,63.4034687307282
235,2022-09-03,675,5486,20,12,0,1,26,5.85589466374879,92.904025462108
236,2022-09-03,676,6961,22,13,1,0,40,2.61068275377512,37.2027149280845
237,2022-09-03,678,4428,18,11,0,0,13,6.77866719601391,60.085627915131
238,2022-09-03,681,3640,15,5,0,2,18,5.89958333109469,58.2717973604338
239,2022-09-03,682,6572,13,6,4,0,8,3.2183947503003,39.1182780946446
240,2022-09-03,683,2988,14,8,0,1,8,0.879413916233708,85.209687783356
241,2022-09-03,685,5045,19,9,0,0,14,15.9519195746979,65.4999492201784
242,2022-09-03,687,5809,20,10,0,0,22,17.0863880203901,54.6985756978465
243,2022-09-03,689,9069,13,9,5,5,11,0.687101424675444,125.511052188575
244,2022-09-03,690,4632,11,7,1,5,10,1.81763121263087,127.950329643244
245,2022-09-03,694,4473,15,8,1,1,15,1.7319312206022,47.5191747108323
246,2022-09-03,698,2465,19,3,0,0,10,4.14775345196249,43.5245944735015
247,2022-09-03,700,5399,11,8,2,0,21,1.98944696215009,86.4509214622844
248,2022-09-03,702,4454,18,12,0,0,20,1.53849187222464,32.1549060556142
249,2022-09-03,704,3592,15,7,0,0,27,0.918628141764464,20.1646931805957
250,2022-09-03,706,7153,8,9,4,1,13,1.03211539149527,78.6850047731427
251,2022-09-03,707,5185,20,15,0,0,14,4.84847807125315,74.1205160015624
252,2022-09-03,709,3672,18,4,0,1,32,1.72319386500023,20.0419407315031
253,2022-09-03,712,5242,12,7,2,2,12,2.41985684276427,58.8917238760559
254,2022-09-03,718,2840,11,5,0,2,16,0.901200125225969,181.148678217319
255,2022-09-03,720,3588,13,9,0,1,17,0.877818772441633,95.1802172090431
256,2022-09-03,722,4374,12,6,1,5,9,1.2371122933328,78.0732214761545
257,2022-09-03,723,3806,19,5,0,0,20,8.56209664477497,66.8685377033018
258,2022-09-03,727,3111,14,3,1,1,9,1.61426543462157,96.035868881472
259,2022-09-03,728,2546,10,6,0,1,10,1.45771031273978,131.273829596978
260,2022-09-03,729,2944,19,5,0,0,12,3.9418961467058,27.1775868770995
261,2022-09-03,730,4454,18,8,0,0,37,1.03547169323356,30.3402282573777
262,2022-09-03,734,4314,24,11,0,0,16,1.13830092870496,15.9235402274009
263,2022-09-03,735,3650,17,8,0,0,18,2.99880519169848,21.0852792638627
264,2022-09-03,736,4124,19,5,0,2,17,9.23526482103811,88.1338246153971
265,2022-09-03,737,3057,18,6,0,0,16,1.56613037463695,47.3674930769718
266,2022-09-03,738,3030,17,4,0,0,13,7.29932598021354,58.2598835209358
267,2022-09-03,741,5661,9,7,2,4,15,2.60851612916988,98.413041864285
268,2022-09-03,744,5197,26,9,0,1,34,1.97270616539523,21.8195143519871
269,2022-09-03,745,3607,11,2,1,0,21,6.07239204196482,47.9329230218869
270,2022-09-03,746,3193,21,2,0,0,16,9.42597558114921,78.9889068655207
271,2022-09-03,749,2484,14,3,0,0,21,1.34442590994525,18.7052732802125
272,2022-09-03,751,4167,19,6,0,0,37,1.67000392240456,22.982317606487
273,2022-09-03,752,4124,16,9,0,0,19,5.73560501560081,76.0227177277866
274,2022-09-03,754,4823,20,11,0,0,22,5.22824677357534,39.4482492754824
275,2022-09-03,763,3077,17,7,0,0,12,2.26734550949019,18.1510338940947
276,2022-09-03,770,5137,25,6,1,1,12,8.86543802556315,51.9594500885468
277,2022-09-03,772,5396,12,6,2,0,20,5.95559270466561,39.2543739978809
278,2022-09-03,773,6081,12,4,3,4,12,2.80617060051513,122.049090482172
279,2022-09-03,774,3875,11,5,1,2,13,2.75314581543567,160.209641285306
280,2022-09-03,775,3992,11,8,1,1,11,0.91753889583704,120.232468797469
281,2022-09-03,779,4132,22,8,0,0,13,7.81748123311133,50.7037054270929
282,2022-09-03,781,4019,19,8,0,0,26,1.69411198301047,31.3010142451369
283,2022-09-03,784,4650,19,14,0,1,8,3.0024008822688,48.2441236940405
284,2022-09-03,787,5609,19,4,0,0,74,1.58965014542534,36.3638051549922
285,2022-09-03,789,9619,15,8,6,1,16,2.68794535614088,36.2124459520977
286,2022-09-03,790,4453,19,7,0,1,35,1.52982965243316,10.3013535970052
287,2022-09-03,792,3216,14,3,1,0,14,2.16338794812938,128.146290055734
288,2022-09-03,794,6427,10,14,2,2,11,1.76853337729981,118.513259431591
289,2022-09-03,798,4657,15,12,0,0,28,1.06509938655545,27.7185865814296
290,2022-09-03,799,3855,15,6,0,1,16,9.05282965181333,43.4491451984167
291,2022-09-03,800,2790,11,4,0,1,22,1.40195521257989,120.18353821991
292,2022-09-03,802,3664,16,6,0,0,32,0.642654623568425,27.860659982301
293,2022-09-03,804,2432,21,2,0,0,12,3.81649733078899,42.018275047976
294,2022-09-03,806,4162,14,10,0,0,20,4.62325896988572,48.8556716910997
295,2022-09-03,808,3859,13,4,2,0,6,1.08528590180473,126.221271381081
296,2022-09-03,809,2866,14,2,0,0,25,5.15663884610476,24.6931053921231
297,2022-09-03,812,4114,22,9,0,1,14,3.13692910820332,71.4843508327245
298,2022-09-03,815,3685,13,9,0,1,17,1.85462683736924,113.126920449686
299,2022-09-03,818,3561,15,5,0,0,18,9.11146173310961,35.4538957618536
300,2022-09-03,819,8763,15,9,5,3,10,1.13182220896919,133.764622517961
301,2022-09-04,821,4761,15,12,0,0,29,1.61354438437729,10.5685822205223
302,2022-09-04,822,4092,17,9,0,0,27,0.923598628790456,15.2683826069352
303,2022-09-04,823,3307,11,6,0,3,15,2.06761503564688,116.067375708397
304,2022-09-04,827,4271,15,5,1,1,20,3.21321366912612,37.3489504623783
305,2022-09-04,828,4729,22,10,0,0,12,10.2934633504053,70.0240977379109
306,2022-09-04,830,4283,18,8,0,0,17,9.33163933606257,74.6644472058245
307,2022-09-04,834,3601,12,6,1,2,6,1.0056443386046,77.6960583612195
308,2022-09-04,835,2925,11,3,1,0,13,1.24821104445339,95.7000259589724
309,2022-09-04,836,4494,19,9,0,0,22,6.44020136807446,76.8257528736775
310,2022-09-04,838,4377,14,9,0,1,16,8.77378078691802,60.7260386822974
311,2022-09-04,840,4226,18,10,0,0,15,5.76404193535601,89.6880735054982
312,2022-09-04,841,3413,13,8,0,1,8,5.63467800742613,50.6993888960665
313,2022-09-04,843,7072,12,4,4,5,12,0.719965775451439,121.82831833004
314,2022-09-04,844,3700,11,7,0,5,13,0.998507931242638,87.4509439431808
315,2022-09-04,853,2918,18,4,0,2,12,2.17687690235855,28.777546151819
316,2022-09-04,859,4987,19,11,0,2,12,8.36558305508349,101.116013787146
317,2022-09-04,860,4381,10,5,1,4,19,1.30919404931747,116.250901115558
318,2022-09-04,866,2314,10,5,0,0,12,2.13690512473238,99.7585003297141
319,2022-09-04,870,5592,13,6,2,5,13,0.917859013714068,119.831490118065
320,2022-09-04,871,4784,24,9,0,2,25,1.33971771532811,36.3601889619143
321,2022-09-04,872,4024,18,10,0,0,17,2.73880736992842,16.2888517438464
322,2022-09-04,873,3665,17,6,0,1,17,5.65255412070216,94.4530995007049
323,2022-09-04,875,4489,17,7,0,2,22,7.39384805745233,66.8441905352058
324,2022-09-04,876,3245,15,4,0,1,12,8.95324201681867,56.6110070854121
325,2022-09-04,877,3301,15,2,0,3,16,7.51270029473533,37.8378809692885
326,2022-09-04,882,5134,18,9,1,0,25,1.84347217812152,16.7731855698361
327,2022-09-04,884,3905,16,6,0,1,31,1.5501447065745,20.0459716124306
328,2022-09-04,885,5427,16,14,0,0,31,2.77299988340094,33.6149886838808
329,2022-09-04,902,4313,17,6,0,0,41,2.1307473520867,25.9476101321244
330,2022-09-04,904,3406,10,10,0,1,9,2.55762933104748,115.451686926233
331,2022-09-04,906,4859,16,10,0,1,27,5.09107710105915,55.7650473551145
332,2022-09-04,907,2694,20,4,0,0,11,3.43645570908093,59.5389431322922
333,2022-09-04,908,3703,17,4,0,1,30,3.52678259592218,32.8282732179083
334,2022-09-04,912,3815,12,5,0,4,20,4.14542970480741,24.4056163406355
335,2022-09-04,913,3921,11,13,0,0,12,1.71213185180328,88.4191019879045
336,2022-09-04,915,4681,17,11,0,0,15,8.80894846419931,75.7339567671936
337,2022-09-04,916,2990,16,6,0,1,14,0.903219096822759,22.6237771685683
338,2022-09-04,919,3580,11,7,1,1,6,1.29616867949629,72.3590792533583
339,2022-09-04,923,5853,18,8,2,2,14,2.5263113938001,46.2606227086141
340,2022-09-04,927,4488,19,8,0,1,32,1.38070632021589,31.7280739535688
341,2022-09-04,929,6347,24,16,0,0,34,2.46591075254495,20.6326040818357
342,2022-09-04,932,4692,21,7,0,0,41,1.9235479998909,29.2657336184179
343,2022-09-04,933,3567,15,3,1,1,15,2.67079377892687,25.3330561980481
344,2022-09-04,936,3656,17,6,0,0,30,1.05636057950279,24.6828563568101
345,2022-09-04,937,2018,15,3,0,0,10,1.67806087811327,27.597260368621
346,2022-09-04,941,6209,20,12,1,1,15,8.59462569750784,89.589652830564
347,2022-09-04,942,3739,17,6,0,0,17,8.39157036472139,62.6161628316455
348,2022-09-04,945,4884,18,9,1,1,11,4.34118004117664,27.9694073188633
349,2022-09-04,947,4681,16,8,1,1,10,5.81152922295223,27.5996827703594
