"CustomerID","CustomerType","Registrationdate","Gender","Age","fallbonus","Income"
98,4,2022-02-11,1,45,1,1
99,3,2022-03-24,0,45,0,2
100,1,2022-02-10,1,30,0,2
101,4,2016-07-12,0,33,0,2
102,2,2021-10-19,1,60,0,1
103,1,2022-04-20,1,34,1,3
104,3,2022-04-17,1,23,0,2
105,3,2020-09-17,0,10,0,2
106,1,2019-04-02,0,27,0,3
107,1,2022-01-08,1,22,0,3
108,2,2017-12-07,0,11,0,2
109,1,2019-09-29,0,34,0,2
110,1,2022-01-19,1,32,0,2
111,3,2018-08-17,1,55,1,1
112,2,2022-02-01,0,28,0,3
113,3,2021-10-13,0,28,0,3
114,4,2018-11-03,0,28,0,2
115,4,2021-06-20,1,27,0,2
116,1,2022-04-25,1,31,0,1
117,3,2022-03-24,1,30,1,2
118,1,2022-02-08,0,32,0,3
119,3,2021-07-25,0,14,0,2
120,3,2022-04-12,1,22,0,3
121,2,2022-04-15,1,15,0,1
122,1,2019-07-11,1,8,0,2
123,4,2022-03-07,0,18,0,2
124,4,2022-04-12,0,29,0,2
125,2,2022-03-03,1,45,0,3
126,1,2022-04-07,0,29,1,3
127,1,2020-01-21,0,23,0,2
128,3,2022-01-30,0,21,0,3
129,2,2022-01-11,1,28,0,1
130,2,2022-03-31,0,73,0,1
131,4,2020-04-02,0,6,1,2
132,3,2018-01-23,1,32,0,2
133,1,2021-06-03,0,27,1,3
134,1,2022-03-22,1,26,0,3
135,3,2019-11-22,1,34,0,2
136,2,2022-04-08,1,12,0,2
137,1,2021-09-06,0,14,0,1
138,3,2021-08-19,0,29,0,1
139,3,2022-04-10,0,20,0,2
140,1,2019-12-25,0,26,1,3
141,3,2021-08-15,0,38,0,1
142,2,2021-08-03,0,17,1,3
143,1,2021-12-02,0,7,1,2
144,4,2022-04-30,0,24,0,2
145,2,2022-03-07,1,19,0,1
146,2,2022-02-26,0,10,0,2
147,4,2021-02-16,0,31,0,1
148,4,2017-09-30,0,25,0,1
149,2,2019-07-30,1,25,0,3
150,4,2017-10-28,1,15,0,2
151,4,2020-12-21,1,30,0,2
152,1,2021-04-24,1,15,1,2
153,2,2021-05-02,0,17,0,1
154,1,2022-02-16,0,14,0,3
155,4,2022-01-24,0,30,0,1
156,1,2022-04-22,1,35,0,3
157,1,2016-09-29,0,36,1,2
158,2,2022-03-27,0,11,1,1
159,2,2020-08-02,0,20,0,1
160,1,2022-01-09,1,13,0,3
161,3,2020-05-27,0,25,0,2
162,2,2022-01-30,0,6,0,2
163,4,2022-02-02,0,25,0,3
164,4,2021-05-28,0,40,1,1
165,3,2016-12-11,1,13,0,2
166,3,2021-05-25,0,11,0,1
167,3,2017-11-12,0,18,0,1
168,1,2022-02-07,0,13,0,3
169,4,2022-03-03,1,29,0,2
170,4,2022-04-21,0,27,0,3
171,3,2022-03-26,1,13,0,2
172,4,2022-04-28,1,26,1,2
173,1,2018-07-07,1,19,0,3
174,4,2021-06-01,0,13,0,2
175,1,2019-09-04,0,29,0,3
176,4,2022-02-20,1,32,0,2
177,4,2016-09-18,1,23,0,2
178,1,2016-12-30,0,16,1,2
179,2,2020-10-09,1,42,0,3
180,1,2020-08-19,0,26,0,3
181,2,2022-04-04,1,11,0,1
182,4,2021-10-05,1,42,0,2
183,3,2017-04-18,0,71,0,3
184,1,2022-04-19,0,33,0,3
185,3,2019-06-19,0,20,0,1
186,1,2021-02-18,1,11,0,3
187,1,2018-04-16,1,20,0,2
188,3,2021-03-08,0,6,0,1
189,4,2017-03-10,1,33,0,1
190,1,2017-03-05,1,23,0,3
191,3,2022-02-16,1,47,0,3
192,3,2022-01-05,0,20,1,2
193,3,2022-03-30,1,13,0,2
194,4,2022-03-24,1,36,0,3
195,2,2022-01-18,0,31,1,1
196,1,2022-04-18,1,31,0,3
197,1,2022-03-08,1,9,0,2
198,2,2022-03-12,0,50,0,1
199,3,2021-09-20,0,12,0,1
200,4,2019-04-23,1,37,0,1
201,3,2019-03-28,0,27,0,1
202,2,2018-03-30,0,30,0,3
203,4,2019-02-12,1,43,0,1
204,3,2019-11-29,1,47,0,3
205,1,2019-07-24,0,31,0,2
206,3,2017-05-14,1,62,1,2
207,4,2021-10-24,0,31,0,2
208,4,2021-06-09,1,31,0,3
209,3,2017-04-10,0,74,0,2
210,3,2022-02-17,1,59,1,2
211,3,2022-01-05,1,37,0,1
212,1,2022-03-23,0,7,0,3
213,1,2022-04-26,0,26,1,1
214,3,2022-03-10,1,31,0,2
215,3,2022-03-29,0,26,0,2
216,1,2017-11-24,0,13,0,2
217,4,2021-03-03,1,18,0,1
218,1,2021-04-05,1,31,0,3
219,1,2021-05-18,0,46,1,2
220,1,2019-07-31,1,67,1,3
221,1,2019-11-20,0,6,0,2
222,3,2022-03-06,1,31,0,3
223,3,2022-02-28,0,25,0,2
224,4,2021-09-12,1,58,0,3
225,1,2021-05-20,1,10,0,3
226,4,2021-07-21,0,32,0,2
227,4,2022-04-07,1,9,0,2
228,2,2018-05-05,1,28,0,3
229,3,2018-03-31,0,26,0,1
230,4,2022-03-01,0,19,0,2
231,3,2022-02-27,0,31,1,2
232,3,2018-06-24,1,14,0,1
233,2,2019-02-28,0,31,0,3
234,2,2022-04-19,1,47,0,1
235,1,2021-01-14,0,30,0,3
236,2,2021-06-14,1,35,1,1
237,3,2020-06-08,1,9,1,2
238,2,2022-03-24,1,9,0,2
239,4,2022-02-17,1,26,0,2
240,2,2022-03-06,0,19,0,2
241,2,2022-04-30,0,29,0,2
242,1,2022-03-20,0,36,0,3
243,1,2019-01-03,0,17,1,3
244,1,2022-03-21,0,26,0,1
245,1,2022-04-04,1,16,1,3
246,2,2018-07-28,1,21,0,2
247,1,2020-01-09,0,7,1,3
248,1,2021-04-20,0,21,0,1
249,2,2018-12-10,1,46,0,3
250,4,2022-01-02,1,35,0,2
251,2,2020-05-19,0,26,0,1
252,1,2022-04-03,0,33,0,2
253,1,2020-02-14,0,25,0,2
254,4,2020-07-14,0,16,1,3
255,4,2019-04-17,0,32,1,2
256,1,2022-03-11,1,38,1,2
257,3,2019-08-23,0,24,0,3
258,4,2022-01-21,1,33,0,2
259,2,2016-08-22,0,7,0,3
260,2,2022-01-24,1,15,0,2
261,4,2017-05-25,0,28,1,3
262,1,2019-06-11,1,45,0,3
263,2,2021-01-30,0,46,0,1
264,4,2021-02-02,0,27,0,2
265,4,2021-04-13,1,27,1,1
266,3,2022-04-05,0,42,0,2
267,4,2021-06-23,0,27,0,1
268,3,2022-02-17,0,32,0,2
269,1,2021-09-05,1,18,1,3
270,2,2022-03-21,0,15,1,3
271,1,2022-04-18,0,6,0,3
272,4,2017-06-06,0,39,0,3
273,1,2022-04-04,0,61,0,1
274,2,2021-02-27,0,12,0,3
275,1,2022-01-27,0,32,0,3
276,1,2022-02-04,0,44,0,2
277,4,2020-05-26,1,7,1,3
278,4,2022-01-31,0,39,1,2
279,1,2021-03-20,1,45,0,1
280,1,2018-04-01,1,69,1,3
281,4,2022-03-01,0,20,0,2
282,2,2019-04-13,1,7,0,3
283,2,2018-09-11,0,14,0,1
284,3,2022-02-13,0,9,0,3
285,2,2022-04-09,0,33,0,1
286,1,2016-07-20,0,33,0,1
287,4,2021-04-14,0,30,0,1
288,1,2019-10-09,0,17,0,2
289,2,2016-11-06,0,38,1,3
290,2,2021-07-03,0,40,1,1
291,1,2019-10-13,0,19,1,3
292,4,2022-03-02,1,9,0,2
293,1,2021-01-07,1,25,0,3
294,3,2022-03-14,0,20,0,3
295,4,2022-02-20,0,14,0,1
296,3,2017-05-03,1,34,0,3
297,4,2021-09-20,0,44,0,1
298,4,2022-03-09,0,32,0,1
299,1,2021-05-16,0,30,1,2
300,3,2022-01-08,0,12,0,3
301,2,2016-07-22,0,6,1,1
302,2,2022-03-03,0,29,0,2
303,3,2022-01-23,0,15,0,2
304,4,2021-11-01,1,27,0,2
305,3,2018-02-14,1,32,0,2
306,1,2017-06-16,0,41,0,2
307,4,2022-01-24,0,51,0,3
308,4,2021-03-28,0,22,0,2
309,3,2022-04-11,0,6,0,2
310,1,2018-08-10,0,38,0,3
311,2,2017-09-14,0,14,0,1
312,1,2020-07-29,1,27,0,1
313,1,2022-03-05,0,14,0,3
314,4,2021-08-06,0,14,0,2
315,3,2020-04-14,0,10,0,1
316,2,2022-01-16,1,13,1,3
317,2,2021-08-26,0,22,0,1
318,2,2022-03-24,1,10,0,1
319,1,2022-03-24,1,34,0,3
320,3,2022-04-17,0,18,0,2
321,3,2022-01-03,0,15,0,3
322,3,2022-04-05,0,42,0,2
323,4,2022-02-13,0,64,0,3
324,2,2017-04-29,1,30,0,2
325,2,2021-06-22,0,51,0,1
326,2,2018-03-23,0,26,0,3
327,1,2022-03-04,1,15,0,3
328,4,2021-08-08,0,65,0,1
329,3,2022-04-09,0,15,1,3
330,4,2018-07-15,1,19,0,2
331,3,2021-05-30,0,23,0,1
332,1,2022-01-03,1,14,0,3
333,3,2022-04-16,0,30,0,2
334,3,2022-01-28,0,26,0,2
335,1,2021-05-25,0,7,0,1
336,4,2022-01-28,0,18,0,3
337,2,2021-03-31,1,39,1,1
338,1,2020-03-06,1,28,0,2
339,2,2020-12-12,1,46,1,3
340,3,2022-04-17,1,13,0,2
341,4,2020-08-09,0,25,1,3
342,3,2022-03-06,0,17,0,3
343,4,2022-03-09,0,44,0,3
344,2,2022-03-18,1,8,1,3
345,2,2021-10-09,0,26,0,3
346,2,2022-02-08,1,14,1,1
347,1,2022-02-21,0,20,0,2
348,2,2018-06-28,0,45,0,2
349,1,2016-09-30,1,11,0,3
350,4,2022-04-03,0,26,0,2
351,1,2022-04-16,0,70,0,3
352,2,2021-03-14,1,18,0,3
353,2,2022-01-24,1,15,0,1
354,2,2022-02-05,1,8,0,2
355,4,2019-08-10,0,30,0,1
356,3,2016-10-31,1,24,0,2
357,4,2021-02-18,0,13,1,1
358,4,2022-01-19,1,25,0,2
359,1,2022-03-27,1,9,0,1
360,3,2021-06-01,1,8,0,3
361,2,2021-04-28,0,29,1,3
362,3,2022-04-27,0,10,0,3
363,4,2021-11-30,0,24,0,2
364,4,2021-09-03,1,37,0,2
365,4,2016-12-20,0,42,0,2
366,4,2018-10-13,1,10,0,1
367,3,2022-01-01,1,45,0,2
368,4,2021-06-24,1,41,0,2
369,3,2020-08-11,0,10,0,2
370,4,2022-02-15,0,35,0,2
371,2,2022-02-08,1,69,1,1
372,2,2022-03-20,0,38,0,1
373,1,2022-04-26,1,30,0,1
374,3,2022-01-30,1,25,1,2
375,2,2018-05-20,0,32,1,1
376,3,2021-07-26,1,13,0,3
377,1,2021-09-17,1,12,0,3
378,2,2022-03-20,0,48,1,3
379,2,2018-01-25,0,24,0,3
380,3,2022-02-24,0,36,0,2
381,1,2022-03-09,0,21,0,1
382,4,2022-04-20,0,10,1,2
383,4,2022-04-12,1,33,0,2
384,4,2022-01-25,1,34,0,2
385,4,2021-05-27,1,28,0,1
386,2,2022-01-05,0,32,0,3
387,1,2019-02-10,0,31,0,2
388,1,2019-12-03,0,33,1,1
389,2,2022-03-22,0,32,0,2
390,3,2022-03-23,1,31,1,2
391,4,2022-03-25,1,20,0,3
392,2,2022-04-11,1,31,0,1
393,1,2021-09-22,0,17,0,3
394,3,2021-02-01,0,42,1,1
395,4,2017-09-03,0,29,0,3
396,1,2022-02-27,1,8,0,2
397,3,2021-11-14,1,9,0,1
398,2,2022-02-15,1,17,0,1
399,3,2022-03-05,0,23,0,2
400,4,2019-01-15,1,24,0,1
401,3,2017-07-30,1,22,1,2
402,1,2022-04-06,0,12,0,2
403,2,2021-09-15,0,29,0,1
404,3,2022-03-22,1,34,0,2
405,3,2022-03-16,1,38,0,3
406,4,2021-02-02,1,27,0,2
407,4,2016-10-28,0,50,1,2
408,4,2022-02-27,0,20,0,2
409,4,2022-03-28,0,19,0,2
410,4,2020-02-15,1,7,0,1
411,2,2018-02-09,1,36,0,3
412,4,2022-03-24,0,28,0,3
413,1,2022-01-29,0,72,0,2
414,1,2017-02-03,0,24,0,2
415,3,2016-09-14,1,52,0,2
416,1,2022-04-25,0,7,1,3
417,2,2021-06-15,1,8,0,3
418,1,2022-04-23,1,27,0,3
419,1,2019-03-24,1,29,0,3
420,3,2021-02-03,0,18,0,1
421,3,2019-05-02,0,67,0,3
422,2,2021-10-13,0,34,0,3
423,4,2021-09-28,1,18,0,1
424,4,2021-12-11,0,36,0,1
425,3,2021-09-30,0,31,0,1
426,2,2022-04-02,1,6,1,1
427,4,2021-06-24,1,14,0,3
428,4,2022-01-09,0,29,0,3
429,1,2017-04-09,0,12,0,1
430,2,2017-12-10,1,14,1,3
431,4,2022-03-10,0,44,0,1
432,4,2021-09-28,1,32,0,2
433,2,2021-10-10,1,20,0,2
434,1,2022-01-22,1,33,0,1
435,4,2022-01-16,0,19,0,3
436,3,2022-02-22,0,34,0,3
437,3,2022-02-23,0,24,0,3
438,2,2020-02-14,1,14,0,3
439,1,2017-09-07,1,28,0,2
440,1,2021-02-04,1,28,1,3
441,1,2022-01-16,1,24,0,2
442,4,2021-09-30,1,16,0,1
443,1,2021-09-04,1,39,0,1
444,2,2022-02-02,1,30,0,2
445,2,2022-03-23,1,30,0,1
446,3,2022-03-11,0,34,0,2
447,3,2021-05-09,0,18,0,3
448,4,2020-06-30,1,28,1,2
449,4,2020-05-04,0,18,0,2
450,3,2022-02-06,1,10,0,3
451,2,2018-04-05,0,33,1,1
452,1,2017-06-04,1,27,0,1
453,3,2022-01-15,0,10,0,3
454,3,2022-03-07,1,27,0,3
455,2,2018-04-29,1,46,0,3
456,1,2017-03-10,0,36,0,3
457,1,2021-03-18,1,12,0,3
458,2,2022-03-31,0,19,1,1
459,3,2022-02-11,1,28,0,2
460,2,2021-12-30,1,44,1,3
461,4,2019-05-30,0,10,0,1
462,2,2022-01-07,1,26,0,2
463,4,2022-02-17,0,23,0,1
464,3,2016-11-02,1,27,0,2
465,2,2017-05-07,1,15,0,2
466,3,2019-05-24,0,17,0,2
467,3,2020-06-02,1,10,1,2
468,1,2021-02-13,1,29,0,1
469,3,2022-04-27,1,15,0,3
470,2,2021-01-09,1,29,1,1
471,4,2022-04-03,1,29,0,2
472,2,2020-11-26,0,38,0,3
473,3,2022-04-06,1,28,0,3
474,3,2020-09-08,1,33,0,3
475,2,2022-01-27,1,22,0,1
476,1,2022-01-02,1,32,0,2
477,1,2016-11-28,0,33,0,3
478,4,2019-07-07,0,16,0,2
479,4,2022-01-31,1,43,0,2
480,2,2022-04-14,1,20,0,1
481,1,2022-02-27,0,27,0,1
482,2,2021-10-19,0,9,0,1
483,1,2019-01-09,1,29,1,3
484,1,2019-01-11,0,27,1,3
485,1,2021-11-09,1,26,0,3
486,3,2021-04-14,0,11,0,1
487,2,2021-08-09,0,31,0,1
488,1,2022-03-08,1,13,0,1
489,2,2019-03-02,0,27,0,3
490,1,2021-02-05,0,12,0,2
491,3,2022-02-04,1,45,1,2
492,1,2022-02-09,1,35,0,1
493,2,2017-09-12,0,17,0,3
494,1,2022-02-08,0,9,0,3
495,1,2021-11-03,1,30,0,2
496,3,2021-10-07,0,32,1,3
497,2,2022-03-04,0,45,0,2
498,4,2022-03-03,1,31,0,3
499,4,2021-06-29,1,45,1,1
500,1,2019-08-11,0,29,1,1
501,1,2021-03-30,0,32,0,3
502,3,2019-06-17,0,24,0,2
503,1,2021-07-11,0,29,0,1
504,1,2022-04-02,0,9,1,3
505,2,2022-04-20,1,13,0,1
506,1,2020-04-05,1,39,0,2
507,2,2022-04-16,1,34,0,3
508,4,2022-04-05,0,49,1,1
509,3,2022-03-05,1,44,0,2
510,1,2022-01-04,1,46,0,3
511,4,2022-04-29,1,22,0,3
512,4,2022-03-08,1,58,0,1
513,1,2021-06-28,0,15,0,3
514,3,2022-01-13,1,45,0,3
515,4,2021-08-09,0,17,0,1
516,4,2018-01-17,0,32,0,3
517,1,2017-09-12,1,25,0,2
518,3,2022-02-06,0,64,0,2
519,1,2022-03-10,0,7,0,3
520,3,2017-09-08,0,15,0,3
521,1,2021-10-13,0,31,0,3
522,1,2021-06-24,0,9,0,1
523,1,2022-01-29,0,40,0,3
524,1,2021-11-19,1,37,1,2
525,2,2022-03-18,0,16,0,1
526,4,2022-04-29,0,21,0,3
527,4,2021-07-12,1,18,0,2
528,4,2022-02-04,1,28,0,2
529,1,2022-03-25,0,35,0,3
530,2,2022-03-24,0,42,0,1
531,4,2022-01-10,1,34,0,3
532,4,2022-03-05,0,7,0,3
533,2,2019-02-03,1,11,0,3
534,3,2021-02-01,0,17,0,1
535,4,2022-01-11,0,16,0,3
536,2,2022-02-17,0,33,0,2
537,3,2019-12-28,1,24,0,2
538,4,2021-07-28,1,41,0,2
539,2,2021-06-21,1,68,0,3
540,2,2019-08-16,1,17,1,3
541,2,2021-01-12,0,80,0,3
542,3,2022-03-18,1,53,0,2
543,2,2022-02-04,0,43,0,3
544,2,2021-03-10,0,27,0,2
545,1,2022-02-09,0,24,0,1
546,4,2016-10-09,0,28,0,3
547,4,2019-01-02,1,29,0,3
548,3,2021-05-16,1,39,1,1
549,4,2022-02-04,1,34,0,2
550,4,2019-02-08,1,16,0,2
551,2,2021-12-12,1,32,0,1
552,3,2020-11-16,0,46,0,1
553,1,2021-10-13,0,29,0,3
554,4,2022-04-23,0,13,1,3
555,1,2022-04-14,1,7,0,3
556,3,2021-03-30,0,23,0,3
557,4,2022-04-20,0,22,1,2
558,3,2021-01-04,0,18,0,3
559,2,2021-05-30,1,10,0,2
560,1,2022-03-08,0,42,0,1
561,1,2022-03-13,1,27,0,3
562,2,2021-05-30,0,31,1,1
563,4,2017-11-07,0,18,0,2
564,1,2018-12-25,0,10,0,3
565,2,2022-03-14,1,23,0,1
566,2,2019-05-13,0,9,0,1
567,2,2021-08-14,0,40,0,2
568,4,2022-04-16,1,26,0,2
569,2,2017-02-08,1,12,0,3
570,3,2022-03-03,0,25,0,2
571,2,2021-04-30,0,28,0,2
572,1,2022-04-28,0,26,0,3
573,3,2022-03-30,1,29,1,3
574,1,2021-04-17,1,34,1,1
575,3,2018-03-23,0,35,1,1
576,1,2022-01-27,0,9,0,1
577,2,2022-01-20,0,28,0,2
578,3,2021-12-14,1,32,1,1
579,4,2021-11-10,0,16,0,2
580,3,2022-01-18,0,18,0,2
581,2,2022-02-10,0,60,0,1
582,1,2022-01-29,0,33,1,1
583,4,2017-12-13,1,7,0,3
584,4,2022-02-03,0,32,1,3
585,4,2022-04-20,1,29,0,2
586,1,2022-02-17,1,14,0,3
587,1,2022-04-11,0,26,1,1
588,4,2022-02-12,0,21,0,2
589,4,2022-02-06,0,43,0,2
590,2,2022-03-27,1,25,0,3
591,1,2020-08-24,0,26,0,2
592,4,2019-01-16,0,23,0,3
593,3,2021-02-04,0,18,0,1
594,2,2021-09-26,1,28,0,3
595,2,2020-06-30,1,17,0,3
596,3,2022-02-14,1,6,0,2
597,3,2020-06-27,1,31,1,2
598,3,2022-01-31,1,32,1,2
599,3,2021-09-19,1,30,0,1
600,1,2022-03-02,0,44,1,3
601,1,2018-09-15,1,9,0,2
602,4,2021-07-21,1,15,0,2
603,4,2017-09-17,1,68,0,2
604,1,2017-06-01,0,34,1,3
605,2,2017-09-01,1,45,1,2
606,2,2021-06-04,0,21,0,2
607,4,2022-04-11,0,36,1,1
608,3,2016-10-03,1,7,0,1
609,4,2021-02-27,0,20,0,3
610,4,2022-04-04,0,48,1,2
611,1,2016-07-22,0,29,0,3
612,4,2022-02-16,1,34,0,2
613,4,2017-04-29,0,72,0,2
614,2,2021-11-26,0,35,0,2
615,2,2022-03-24,0,33,0,2
616,2,2022-02-06,0,24,0,2
617,4,2022-02-21,0,39,0,3
618,3,2022-01-09,0,39,0,3
619,1,2022-01-01,0,31,0,3
620,4,2022-04-17,1,13,1,1
621,4,2021-02-07,0,34,0,1
622,4,2022-02-10,0,12,0,2
623,1,2022-03-03,0,25,0,1
624,2,2022-02-12,0,16,0,1
625,1,2022-03-21,0,17,0,2
626,4,2022-02-08,0,21,0,1
627,2,2021-08-06,0,30,1,1
628,3,2022-01-07,0,9,1,1
629,1,2020-01-02,0,13,0,3
630,4,2022-03-16,1,40,1,3
631,2,2022-03-07,0,26,0,2
632,1,2022-04-27,0,43,0,3
633,2,2022-01-14,1,33,1,1
634,1,2022-04-16,0,32,0,2
635,1,2022-03-13,0,30,0,2
636,3,2021-05-20,0,22,1,3
637,4,2016-10-06,1,7,0,1
638,1,2022-01-20,0,21,0,2
639,3,2021-09-20,0,28,0,1
640,2,2021-06-12,0,22,1,2
641,1,2021-04-24,0,30,0,3
642,3,2022-03-15,1,15,0,2
643,2,2021-04-09,0,30,0,3
644,2,2018-10-07,1,47,0,2
645,4,2022-01-24,0,18,0,2
646,2,2022-01-29,1,35,0,2
647,3,2022-02-26,1,34,0,2
648,2,2021-07-19,0,72,0,1
649,3,2021-03-30,0,33,0,1
650,4,2021-07-18,0,41,1,1
651,1,2019-02-04,1,30,0,3
652,2,2018-08-21,0,7,1,1
653,3,2020-06-17,0,31,1,1
654,2,2021-12-13,0,61,0,1
655,1,2022-01-28,0,17,1,3
656,1,2022-03-18,1,76,0,2
657,2,2018-02-24,1,32,0,3
658,1,2022-03-30,0,22,1,3
659,2,2022-03-14,0,26,0,2
660,4,2022-01-06,0,29,0,3
661,1,2019-05-11,0,21,0,2
662,2,2021-09-14,0,33,0,1
663,2,2021-11-12,1,39,0,1
664,3,2022-01-13,0,9,0,1
665,2,2020-10-31,0,35,0,3
666,1,2021-03-05,0,18,0,3
667,3,2021-11-19,1,28,1,2
668,4,2021-11-19,0,24,0,3
669,2,2016-12-24,1,33,0,1
670,2,2021-03-11,0,33,0,1
671,4,2021-02-24,1,50,0,2
672,3,2022-03-26,1,7,1,2
673,1,2022-02-23,0,27,0,2
674,1,2022-03-31,0,46,0,3
675,4,2022-01-27,0,15,0,1
676,2,2021-06-11,0,33,1,2
677,2,2022-01-18,0,67,0,3
678,4,2022-03-07,0,32,1,1
679,4,2022-02-23,1,31,0,1
680,4,2019-09-25,0,19,0,2
681,2,2021-11-29,1,16,0,3
682,1,2018-04-06,0,32,0,3
683,1,2022-03-06,0,28,0,1
684,2,2022-04-05,0,7,1,2
685,2,2021-06-06,0,43,0,1
686,4,2021-01-07,0,19,0,1
687,1,2018-09-30,0,28,0,2
688,4,2022-04-14,0,49,0,2
689,3,2022-03-06,1,10,0,2
690,4,2019-09-13,1,22,0,1
691,1,2022-03-30,0,8,0,3
692,2,2022-01-19,0,13,1,1
693,3,2022-04-10,1,8,0,3
694,1,2017-03-19,0,17,0,3
695,3,2021-02-08,0,27,0,1
696,3,2022-04-13,1,48,0,2
697,4,2021-05-08,0,16,0,2
698,1,2019-05-30,1,33,0,3
699,1,2020-04-07,1,31,0,2
700,1,2018-11-13,1,19,1,2
701,1,2022-01-07,1,26,0,2
702,3,2022-02-08,0,23,1,1
703,1,2022-04-06,0,10,0,3
704,3,2019-11-01,1,9,0,1
705,2,2018-03-23,0,69,1,3
706,3,2022-03-01,1,27,1,1
707,3,2022-02-27,1,32,0,2
708,3,2022-04-09,1,78,0,2
709,4,2018-08-03,0,26,0,1
710,4,2022-03-07,1,19,0,2
711,3,2022-03-27,1,30,1,2
712,3,2017-04-27,1,26,0,2
713,1,2021-05-09,0,9,1,3
714,3,2022-01-17,0,31,0,2
715,4,2022-02-18,1,35,0,2
716,4,2021-03-01,0,11,0,1
717,1,2016-07-04,1,29,0,3
718,2,2021-11-14,0,18,0,1
719,1,2022-04-17,0,6,0,3
720,4,2018-01-26,0,34,0,3
721,2,2022-04-19,0,41,1,2
722,2,2021-05-03,1,38,1,1
723,2,2021-12-17,0,17,0,2
724,2,2017-10-22,1,9,0,3
725,2,2021-11-02,1,27,0,1
726,3,2021-06-16,0,37,0,1
727,2,2022-03-07,0,35,0,1
728,3,2022-02-17,1,7,0,2
729,4,2021-02-05,0,25,0,2
730,2,2022-02-27,0,51,0,1
731,3,2016-08-19,0,27,0,3
732,1,2022-03-04,1,47,0,3
