"TransID","Date","CustomerID","ProductID"
402,2022-05-21,25,2
403,2022-05-21,986,2
404,2022-05-21,965,2
405,2022-05-21,1829,2
406,2022-05-21,191,2
407,2022-05-21,1892,2
408,2022-05-22,1501,2
409,2022-05-22,2274,2
410,2022-05-22,2494,1
411,2022-05-22,2760,2
412,2022-05-22,3272,1
413,2022-05-22,1781,1
414,2022-05-22,1504,2
415,2022-05-22,2846,2
416,2022-05-22,4554,2
417,2022-05-22,707,2
418,2022-05-22,3526,4
419,2022-05-22,3717,1
420,2022-05-23,2761,1
421,2022-05-23,4970,2
422,2022-05-23,779,1
423,2022-05-23,1852,1
424,2022-05-23,4352,1
425,2022-05-23,4697,3
426,2022-05-23,2678,4
427,2022-05-23,1716,2
428,2022-05-23,816,1
429,2022-05-23,639,1
430,2022-05-23,1079,1
431,2022-05-23,3859,2
432,2022-05-23,4959,2
433,2022-05-23,1770,1
434,2022-05-23,403,2
435,2022-05-23,2627,1
436,2022-05-23,3096,1
437,2022-05-23,4172,1
438,2022-05-24,361,2
439,2022-05-24,2412,4
440,2022-05-24,1126,2
441,2022-05-24,2631,2
442,2022-05-24,3600,3
443,2022-05-24,4371,4
444,2022-05-24,30,2
445,2022-05-24,279,1
446,2022-05-24,1214,4
447,2022-05-24,4011,2
448,2022-05-24,564,1
449,2022-05-24,2550,1
450,2022-05-24,3446,2
451,2022-05-24,2215,1
452,2022-05-24,3194,2
453,2022-05-24,2569,2
454,2022-05-24,1460,1
455,2022-05-24,69,3
456,2022-05-24,1553,1
457,2022-05-24,2069,1
458,2022-05-25,3935,3
459,2022-05-25,3393,1
460,2022-05-25,4466,2
461,2022-05-25,3063,1
462,2022-05-25,1414,2
463,2022-05-25,2989,2
464,2022-05-25,4645,3
465,2022-05-25,230,3
466,2022-05-25,3422,4
467,2022-05-25,1797,2
468,2022-05-25,3824,4
469,2022-05-25,775,1
470,2022-05-25,3668,2
471,2022-05-26,870,1
472,2022-05-26,678,2
473,2022-05-26,2489,1
474,2022-05-26,1544,2
475,2022-05-26,501,3
476,2022-05-26,1573,2
477,2022-05-26,4415,2
478,2022-05-26,4518,2
479,2022-05-26,139,3
480,2022-05-26,4224,2
481,2022-05-26,196,1
482,2022-05-26,1507,2
483,2022-05-26,2361,2
484,2022-05-26,3602,3
485,2022-05-27,3247,2
486,2022-05-27,2021,2
487,2022-05-27,2740,1
488,2022-05-27,1222,1
489,2022-05-27,2851,1
490,2022-05-27,1014,2
491,2022-05-27,4924,2
492,2022-05-27,1692,2
493,2022-05-27,1775,2
494,2022-05-27,3745,2
495,2022-05-27,2696,2
496,2022-05-27,3213,1
497,2022-05-27,4168,1
498,2022-05-27,4267,2
499,2022-05-27,3064,1
500,2022-05-28,263,2
501,2022-05-28,987,4
502,2022-05-28,4010,2
503,2022-05-28,2918,4
504,2022-05-28,906,4
505,2022-05-28,2889,1
506,2022-05-28,580,4
507,2022-05-28,285,1
508,2022-05-28,2719,1
509,2022-05-28,976,2
510,2022-05-28,4208,2
511,2022-05-28,4928,2
512,2022-05-28,390,2
513,2022-05-28,547,2
514,2022-05-28,3878,2
515,2022-05-28,1324,3
516,2022-05-28,2703,3
517,2022-05-28,774,3
518,2022-05-28,3221,3
519,2022-05-28,3194,1
520,2022-05-28,707,1
521,2022-05-29,2743,1
522,2022-05-29,4610,4
523,2022-05-29,2085,2
524,2022-05-29,2337,4
525,2022-05-29,3314,1
526,2022-05-29,4156,2
527,2022-05-29,4045,1
528,2022-05-29,3664,1
529,2022-05-29,986,1
530,2022-05-29,3460,2
531,2022-05-29,2952,2
532,2022-05-29,1765,3
533,2022-05-29,1418,2
534,2022-05-29,322,4
535,2022-05-29,2525,1
536,2022-05-29,3601,2
537,2022-05-29,3880,1
538,2022-05-29,580,3
539,2022-05-29,2192,1
540,2022-05-29,897,3
541,2022-05-29,2328,2
542,2022-05-29,4810,3
543,2022-05-29,520,1
544,2022-05-29,570,4
545,2022-05-29,1720,1
546,2022-05-30,483,1
547,2022-05-30,2482,2
548,2022-05-30,741,2
549,2022-05-30,3493,1
550,2022-05-30,1792,1
551,2022-05-30,3634,1
552,2022-05-30,1783,2
553,2022-05-30,65,1
554,2022-05-30,696,3
555,2022-05-30,1433,1
556,2022-05-30,1841,3
557,2022-05-30,4301,1
558,2022-05-30,663,2
559,2022-05-30,1406,2
560,2022-05-30,2928,2
561,2022-05-30,1427,2
562,2022-05-31,3771,1
563,2022-05-31,3756,1
564,2022-05-31,1585,3
565,2022-05-31,4626,1
566,2022-05-31,1141,2
567,2022-05-31,2881,1
568,2022-05-31,3336,1
569,2022-05-31,4918,2
570,2022-05-31,3832,1
571,2022-05-31,2988,2
572,2022-06-01,4432,2
573,2022-06-01,1363,1
574,2022-06-01,3114,1
575,2022-06-01,1748,1
576,2022-06-01,2139,1
577,2022-06-01,3491,1
578,2022-06-01,2401,2
579,2022-06-01,3835,1
580,2022-06-01,1409,4
581,2022-06-01,2677,2
582,2022-06-01,3414,2
583,2022-06-01,2620,1
584,2022-06-01,3046,1
585,2022-06-01,4004,4
586,2022-06-01,3304,1
587,2022-06-01,4525,5
588,2022-06-01,2101,1
589,2022-06-01,3986,1
590,2022-06-01,4222,2
591,2022-06-01,2532,3
592,2022-06-02,3585,1
593,2022-06-02,2064,2
594,2022-06-02,2895,1
595,2022-06-02,2044,1
596,2022-06-02,2176,3
597,2022-06-02,4659,2
598,2022-06-02,2493,3
599,2022-06-02,533,4
600,2022-06-02,1501,2
601,2022-06-02,1504,2
602,2022-06-02,1059,1
603,2022-06-02,3863,2
604,2022-06-02,3631,1
605,2022-06-02,323,3
606,2022-06-03,1025,1
607,2022-06-03,4345,2
608,2022-06-03,2812,3
609,2022-06-03,2883,2
610,2022-06-03,3404,2
611,2022-06-03,4318,4
612,2022-06-03,3898,1
613,2022-06-03,3810,4
614,2022-06-03,2781,4
615,2022-06-03,3051,1
616,2022-06-03,902,2
617,2022-06-03,853,3
618,2022-06-03,2401,2
619,2022-06-03,4454,2
620,2022-06-03,4988,1
621,2022-06-03,4887,1
622,2022-06-03,416,2
623,2022-06-03,4860,2
624,2022-06-03,736,1
625,2022-06-03,4018,2
626,2022-06-04,3764,4
627,2022-06-04,31,3
628,2022-06-04,2992,2
629,2022-06-04,4854,1
630,2022-06-04,3481,1
631,2022-06-04,286,1
632,2022-06-04,112,1
633,2022-06-04,3244,2
634,2022-06-04,1813,3
635,2022-06-04,367,3
636,2022-06-04,3372,4
637,2022-06-04,2314,2
638,2022-06-04,2280,1
639,2022-06-04,554,2
640,2022-06-04,1159,2
641,2022-06-04,764,1
642,2022-06-04,3414,4
643,2022-06-04,2272,1
644,2022-06-04,1047,1
645,2022-06-04,840,2
646,2022-06-04,2797,1
647,2022-06-04,2191,1
648,2022-06-04,798,2
649,2022-06-04,1363,1
650,2022-06-04,2634,3
651,2022-06-04,2473,1
652,2022-06-04,3010,1
653,2022-06-04,3117,1
654,2022-06-05,463,3
655,2022-06-05,4594,4
656,2022-06-05,4335,2
657,2022-06-05,1593,4
658,2022-06-05,4057,2
659,2022-06-05,2614,1
660,2022-06-05,3217,1
661,2022-06-05,212,1
662,2022-06-05,2536,1
663,2022-06-05,643,2
664,2022-06-05,150,4
665,2022-06-05,3634,3
666,2022-06-05,2119,3
667,2022-06-05,2907,1
668,2022-06-05,815,3
669,2022-06-05,1702,2
670,2022-06-05,3127,1
671,2022-06-05,1716,1
672,2022-06-05,2425,1
673,2022-06-05,2146,1
674,2022-06-05,1179,2
675,2022-06-05,706,1
676,2022-06-06,4406,4
677,2022-06-06,860,2
678,2022-06-06,4389,1
679,2022-06-06,1621,2
680,2022-06-06,1999,2
681,2022-06-06,307,3
682,2022-06-06,3138,1
683,2022-06-06,3659,2
684,2022-06-06,2115,4
685,2022-06-06,566,3
686,2022-06-06,1893,1
687,2022-06-06,2180,1
688,2022-06-06,830,1
689,2022-06-06,1790,2
690,2022-06-06,2717,1
691,2022-06-07,3000,2
692,2022-06-07,580,2
693,2022-06-07,2642,1
694,2022-06-07,2614,3
695,2022-06-07,2307,1
696,2022-06-07,49,2
697,2022-06-07,2726,4
698,2022-06-07,1233,1
699,2022-06-07,3203,2
700,2022-06-07,567,3
701,2022-06-07,3722,2
702,2022-06-07,4204,1
703,2022-06-07,4800,1
704,2022-06-07,4200,2
705,2022-06-07,927,2
706,2022-06-07,2387,3
707,2022-06-07,792,1
708,2022-06-07,1275,3
709,2022-06-07,2673,1
710,2022-06-08,539,2
711,2022-06-08,46,5
712,2022-06-08,948,4
713,2022-06-08,1981,2
714,2022-06-08,1285,3
715,2022-06-08,3769,1
716,2022-06-08,4505,4
717,2022-06-08,3707,2
718,2022-06-08,3379,3
719,2022-06-08,1923,1
720,2022-06-08,1439,1
721,2022-06-08,2166,4
722,2022-06-08,3300,4
723,2022-06-08,570,4
724,2022-06-08,2066,1
725,2022-06-08,3370,1
726,2022-06-08,503,1
727,2022-06-08,2342,2
728,2022-06-09,1119,4
729,2022-06-09,4596,2
730,2022-06-09,746,2
731,2022-06-09,3498,4
732,2022-06-09,2876,2
733,2022-06-09,1999,1
734,2022-06-09,193,2
735,2022-06-09,2228,2
736,2022-06-09,1379,1
737,2022-06-09,4200,1
738,2022-06-09,2982,2
739,2022-06-09,4883,4
740,2022-06-09,3467,1
741,2022-06-10,152,1
742,2022-06-10,2226,3
743,2022-06-10,2411,3
744,2022-06-10,2885,2
745,2022-06-10,2123,2
746,2022-06-10,2510,1
747,2022-06-10,402,1
748,2022-06-10,4789,2
749,2022-06-10,2433,2
750,2022-06-11,3667,1
751,2022-06-11,3147,2
752,2022-06-11,4087,3
753,2022-06-11,4546,2
754,2022-06-11,2966,2
755,2022-06-11,908,2
756,2022-06-11,1767,1
757,2022-06-11,2383,2
758,2022-06-11,781,1
759,2022-06-11,2387,2
760,2022-06-11,3985,4
761,2022-06-11,4086,1
762,2022-06-11,2259,1
763,2022-06-11,2559,2
764,2022-06-11,3021,2
765,2022-06-11,3024,2
766,2022-06-11,2672,1
767,2022-06-11,319,1
768,2022-06-11,3380,4
769,2022-06-11,2254,4
770,2022-06-11,4125,2
771,2022-06-11,2341,1
772,2022-06-11,2496,2
773,2022-06-11,4047,2
774,2022-06-11,1349,2
775,2022-06-11,3175,1
776,2022-06-11,619,1
777,2022-06-11,4724,4
778,2022-06-12,3577,2
779,2022-06-12,1679,1
780,2022-06-12,1955,2
781,2022-06-12,3375,3
782,2022-06-12,321,2
783,2022-06-12,4028,3
784,2022-06-12,3565,2
785,2022-06-12,2840,1
786,2022-06-12,4321,3
787,2022-06-12,1239,2
788,2022-06-12,1477,3
789,2022-06-12,3515,1
790,2022-06-12,2013,1
791,2022-06-12,599,2
792,2022-06-12,3722,1
793,2022-06-12,2961,1
794,2022-06-12,3548,3
795,2022-06-12,3462,1
796,2022-06-12,1269,1
797,2022-06-12,2355,1
798,2022-06-12,300,2
799,2022-06-12,1513,1
800,2022-06-13,1982,3
801,2022-06-13,455,2
802,2022-06-13,1713,4
803,2022-06-13,685,2
804,2022-06-13,3621,1
805,2022-06-13,2276,2
806,2022-06-13,4810,4
807,2022-06-13,4397,1
808,2022-06-13,4523,1
809,2022-06-13,2363,2
810,2022-06-13,954,2
811,2022-06-13,2302,2
812,2022-06-13,4203,2
813,2022-06-13,4370,2
814,2022-06-13,540,1
815,2022-06-13,4934,4
816,2022-06-13,4550,2
817,2022-06-13,734,1
818,2022-06-13,4492,1
819,2022-06-14,2344,3
820,2022-06-14,3644,2
821,2022-06-14,2162,1
822,2022-06-14,772,3
823,2022-06-14,785,2
824,2022-06-14,4720,1
825,2022-06-14,2155,1
826,2022-06-14,3474,5
827,2022-06-14,4967,2
828,2022-06-14,1623,1
829,2022-06-14,3432,4
830,2022-06-14,3747,1
831,2022-06-14,4165,1
832,2022-06-14,4352,2
833,2022-06-14,3610,1
834,2022-06-14,4473,1
835,2022-06-14,3114,2
836,2022-06-15,1794,2
837,2022-06-15,4346,2
838,2022-06-15,1596,2
839,2022-06-15,782,2
840,2022-06-15,2344,2
841,2022-06-15,3783,1
842,2022-06-15,1194,1
843,2022-06-15,1900,1
844,2022-06-15,1096,4
845,2022-06-15,3462,2
846,2022-06-15,439,1
847,2022-06-15,3578,3
848,2022-06-15,4483,2
849,2022-06-16,3008,1
850,2022-06-16,2764,1
851,2022-06-16,3647,2
852,2022-06-16,4095,1
853,2022-06-16,1283,3
854,2022-06-16,1961,1
855,2022-06-16,2146,1
856,2022-06-16,1261,2
857,2022-06-16,457,1
858,2022-06-16,4601,2
859,2022-06-16,1463,2
860,2022-06-16,4178,1
861,2022-06-16,683,2
862,2022-06-17,290,2
863,2022-06-17,1822,2
864,2022-06-17,3191,2
865,2022-06-17,2849,2
866,2022-06-17,3592,2
867,2022-06-17,3253,1
868,2022-06-17,2038,2
869,2022-06-17,3044,1
870,2022-06-17,2836,1
871,2022-06-17,2231,2
872,2022-06-17,3283,2
873,2022-06-17,4705,2
874,2022-06-17,119,4
875,2022-06-17,569,1
876,2022-06-17,281,1
877,2022-06-17,1235,2
878,2022-06-17,2657,3
879,2022-06-17,4177,3
880,2022-06-17,4795,3
881,2022-06-17,4558,1
882,2022-06-17,1547,2
883,2022-06-17,2261,3
884,2022-06-18,1467,1
885,2022-06-18,2508,1
886,2022-06-18,3644,2
887,2022-06-18,139,4
888,2022-06-18,4708,2
889,2022-06-18,251,2
890,2022-06-18,4223,2
891,2022-06-18,1203,1
892,2022-06-18,1198,3
893,2022-06-18,3927,3
894,2022-06-18,2478,1
895,2022-06-18,4531,2
896,2022-06-18,534,4
897,2022-06-18,2234,3
898,2022-06-18,4744,1
899,2022-06-18,602,2
900,2022-06-18,3575,1
901,2022-06-18,752,2
902,2022-06-18,4093,2
903,2022-06-18,1791,2
904,2022-06-18,3747,4
905,2022-06-18,3257,2
906,2022-06-18,2784,2
907,2022-06-18,223,1
908,2022-06-18,4247,1
909,2022-06-18,2628,2
910,2022-06-18,454,2
911,2022-06-18,2433,1
912,2022-06-18,2997,1
913,2022-06-18,476,1
914,2022-06-18,944,1
915,2022-06-18,3421,2
916,2022-06-18,656,1
917,2022-06-18,62,2
918,2022-06-18,4194,4
919,2022-06-18,3509,2
920,2022-06-19,320,3
921,2022-06-19,4468,4
922,2022-06-19,1227,1
923,2022-06-19,4997,3
924,2022-06-19,1084,2
925,2022-06-19,1927,2
926,2022-06-19,100,1
927,2022-06-19,1712,2
928,2022-06-19,4700,3
929,2022-06-19,4616,3
930,2022-06-19,643,2
931,2022-06-19,2837,1
932,2022-06-19,3846,2
933,2022-06-19,2749,3
934,2022-06-19,3297,3
935,2022-06-19,1836,4
936,2022-06-19,1392,1
937,2022-06-19,336,1
938,2022-06-19,629,2
939,2022-06-19,3625,2
940,2022-06-19,763,2
941,2022-06-20,737,1
942,2022-06-20,1439,1
943,2022-06-20,981,1
944,2022-06-20,2946,2
945,2022-06-20,876,2
946,2022-06-20,885,2
947,2022-06-20,929,2
948,2022-06-20,3541,3
949,2022-06-20,3503,2
950,2022-06-20,3716,3
951,2022-06-20,4153,1
952,2022-06-20,2611,1
953,2022-06-20,2800,2
954,2022-06-20,4015,1
955,2022-06-20,1679,1
956,2022-06-20,1700,4
957,2022-06-20,4628,3
958,2022-06-20,1941,2
959,2022-06-21,1333,2
960,2022-06-21,933,3
961,2022-06-21,2847,1
962,2022-06-21,1932,1
963,2022-06-21,2866,2
964,2022-06-21,1117,3
965,2022-06-21,3347,2
966,2022-06-21,2393,2
967,2022-06-21,1846,3
968,2022-06-21,1466,1
969,2022-06-21,1228,1
970,2022-06-21,4903,1
971,2022-06-21,313,3
972,2022-06-21,1941,1
973,2022-06-21,2683,1
974,2022-06-21,3642,3
975,2022-06-22,1845,2
976,2022-06-22,4277,1
977,2022-06-22,2111,1
978,2022-06-22,246,1
979,2022-06-22,4580,3
980,2022-06-22,1705,1
981,2022-06-22,583,3
982,2022-06-22,1813,1
983,2022-06-22,3409,2
984,2022-06-22,1824,2
985,2022-06-22,1629,1
986,2022-06-22,1591,2
987,2022-06-22,3025,4
988,2022-06-22,4395,1
989,2022-06-22,2360,1
990,2022-06-22,2839,1
991,2022-06-22,1385,2
992,2022-06-22,4640,1
993,2022-06-22,2794,1
994,2022-06-23,3703,2
995,2022-06-23,3631,4
996,2022-06-23,3380,2
997,2022-06-23,770,1
998,2022-06-23,2188,2
999,2022-06-23,726,1
1000,2022-06-23,4644,2
1001,2022-06-23,4713,3
1002,2022-06-23,1235,3
1003,2022-06-23,2794,1
1004,2022-06-23,2879,3
1005,2022-06-23,1846,3
1006,2022-06-23,2992,1
1007,2022-06-23,3413,1
1008,2022-06-23,3538,4
1009,2022-06-23,1355,1
1010,2022-06-24,2776,3
1011,2022-06-24,550,1
1012,2022-06-24,3052,1
